mateus;8;7;1750012865
jonas;1;1;1750009359
pedro;8;7;1750006476
pedro;7;7;1750006044
yuri;10;7;1750005861
lipe;30;15;1750004551
lucas;12;7;1749819503
lucas;24;7;1749819346
felipe;7;7;1749819121
lucas;7;7;1749819459
1;1;1;1749922336
lipe;7;7;1750005657
tiago;7;7;1750005922
pedro;7;7;1750006433
thiago;7;7;1750006890
jonas;7;7;1750009457
